XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
XOO X   X 8 X                                                	XOO X   X 8 X                                                
XXOXX XXXXXXX                                                	XXOXX XXXXXXX                                                
XOO X  OX   X                                                	XOO X  OX   X                                                
XOXOOOXOX   X                                                	XOXOOOXOX   X                                                
XOOOXOOOX   X                                                	XOOOXOOOX   X                                                
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
51								51
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
XOOOXOOOXOO X                                                	XOOOXOOOXOO X                                                
XOXOOOXOOOX X                                                	XOXOOOXOOOX X                                                
XOO X   X 8 X                                                	XOO X   X 8 X                                                
XXOXX XXXXXXX                                                	XXOXX XXXXXXX                                                
XOO X  OX   X                                                	XOO X  OX   X                                                
XOXOOOXOX   X                                                	XOXOOOXOX   X                                                
XOOOXOOOX   X                                                	XOOOXOOOX   X                                                
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
52								52
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
XOOOXOOOXOOOX                                                	XOOOXOOOXOOOX                                                
XOXOOOXOOOX X                                                	XOXOOOXOOOX X                                                
XOO X   X 8 X                                                	XOO X   X 8 X                                                
XXOXX XXXXXXX                                                	XXOXX XXXXXXX                                                
XOO X  OX   X                                                	XOO X  OX   X                                                
XOXOOOXOX   X                                                	XOXOOOXOX   X                                                
XOOOXOOOX   X                                                	XOOOXOOOX   X                                                
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
53								53
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
XOOOXOOOXOOOX                                                	XOOOXOOOXOOOX                                                
XOXOOOXOOOXOX                                                	XOXOOOXOOOXOX                                                
XOO X   X 8 X                                                	XOO X   X 8 X                                                
XXOXX XXXXXXX                                                	XXOXX XXXXXXX                                                
XOO X  OX   X                                                	XOO X  OX   X                                                
XOXOOOXOX   X                                                	XOXOOOXOX   X                                                
XOOOXOOOX   X                                                	XOOOXOOOX   X                                                
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
54								54
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
XOOOXOOOXOOOX                                                	XOOOXOOOXOOOX                                                
XOXOOOXOOOXOX                                                	XOXOOOXOOOXOX                                                
XOO X   X 8OX                                                	XOO X   X 8OX                                                
XXOXX XXXXXXX                                                	XXOXX XXXXXXX                                                
XOO X  OX   X                                                	XOO X  OX   X                                                
XOXOOOXOX   X                                                	XOXOOOXOX   X                                                
XOOOXOOOX   X                                                	XOOOXOOOX   X                                                
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
55								55
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
XOOOXOOOXOOOX                                                	XOOOXOOOXOOOX                                                
XOXOOOXOOOXOX                                                	XOXOOOXOOOXOX                                                
XOO X   X OOX                                                	XOO X   X OOX                                                
XXOXX XXXXXXX                                                	XXOXX XXXXXXX                                                
XOO X  OX   X                                                	XOO X  OX   X                                                
XOXOOOXOX   X                                                	XOXOOOXOX   X                                                
XOOOXOOOX   X                                                	XOOOXOOOX   X                                                
XXXXXXXXXXXXX                                                	XXXXXXXXXXXXX                                                
Gewonnen!							Gewonnen!
